datahora,satelite,municipio,bioma,latitude,longitude,NOME_UC,Area_Km2,Mes,Dominio_2,GRUPO_2,NOME_UC_2,Area_Km2_2
2021/10/09 15:33:00,NOAA-20,SENTO SE,Caatinga,-9.858040000000001,-41.540860000000002,APA do Lago do Sobradinho,12356.154,"10",Estadual,Uso Sustentável,APA do Lago do Sobradinho,12356.154
2021/10/09 15:33:00,NOAA-20,PILAO ARCADO,Caatinga,-10.030390000000001,-42.516530000000003,APA do Lago do Sobradinho,12356.154,"10",Estadual,Uso Sustentável,APA do Lago do Sobradinho,12356.154
2021/10/09 15:33:00,NOAA-20,PILAO ARCADO,Caatinga,-10.282430000000000,-42.505809999999997,APA do Lago do Sobradinho,12356.154,"10",Estadual,Uso Sustentável,APA do Lago do Sobradinho,12356.154
2021/10/09 15:33:00,NOAA-20,PILAO ARCADO,Caatinga,-10.282999999999999,-42.510779999999997,APA do Lago do Sobradinho,12356.154,"10",Estadual,Uso Sustentável,APA do Lago do Sobradinho,12356.154
2021/10/09 15:33:00,NOAA-20,PILAO ARCADO,Caatinga,-10.285530000000000,-42.507660000000001,APA do Lago do Sobradinho,12356.154,"10",Estadual,Uso Sustentável,APA do Lago do Sobradinho,12356.154
2021/10/09 15:33:00,NOAA-20,PILAO ARCADO,Caatinga,-10.288710000000000,-42.504959999999997,APA do Lago do Sobradinho,12356.154,"10",Estadual,Uso Sustentável,APA do Lago do Sobradinho,12356.154
2021/10/09 15:33:00,NOAA-20,PILAO ARCADO,Caatinga,-10.289270000000000,-42.509830000000001,APA do Lago do Sobradinho,12356.154,"10",Estadual,Uso Sustentável,APA do Lago do Sobradinho,12356.154
2021/10/09 15:33:00,NOAA-20,PILAO ARCADO,Caatinga,-10.346450000000001,-42.507640000000002,APA do Lago do Sobradinho,12356.154,"10",Estadual,Uso Sustentável,APA do Lago do Sobradinho,12356.154
2021/10/09 15:33:00,NOAA-20,PILAO ARCADO,Caatinga,-10.347049999999999,-42.512700000000002,APA do Lago do Sobradinho,12356.154,"10",Estadual,Uso Sustentável,APA do Lago do Sobradinho,12356.154
2021/10/09 15:33:00,NOAA-20,PILAO ARCADO,Caatinga,-10.352750000000000,-42.506920000000001,APA do Lago do Sobradinho,12356.154,"10",Estadual,Uso Sustentável,APA do Lago do Sobradinho,12356.154
2021/10/09 15:33:00,NOAA-20,PILAO ARCADO,Caatinga,-10.353339999999999,-42.511890000000001,APA do Lago do Sobradinho,12356.154,"10",Estadual,Uso Sustentável,APA do Lago do Sobradinho,12356.154
2021/10/09 15:33:00,NOAA-20,SENTO SE,Caatinga,-9.759010000000000,-41.925260000000002,APA do Lago do Sobradinho,12356.154,"10",Estadual,Uso Sustentável,APA do Lago do Sobradinho,12356.154
2021/10/09 15:33:00,NOAA-20,SENTO SE,Caatinga,-9.759580000000000,-41.929819999999999,APA do Lago do Sobradinho,12356.154,"10",Estadual,Uso Sustentável,APA do Lago do Sobradinho,12356.154
2021/10/09 16:26:00,NPP-375,PILAO ARCADO,Caatinga,-10.028910000000000,-42.516539999999999,APA do Lago do Sobradinho,12356.154,"10",Estadual,Uso Sustentável,APA do Lago do Sobradinho,12356.154
2021/10/09 16:26:00,NPP-375,SENTO SE,Caatinga,-10.108000000000001,-42.419119999999999,APA do Lago do Sobradinho,12356.154,"10",Estadual,Uso Sustentável,APA do Lago do Sobradinho,12356.154
2021/10/09 16:26:00,NPP-375,PILAO ARCADO,Caatinga,-10.281710000000000,-42.508350000000000,APA do Lago do Sobradinho,12356.154,"10",Estadual,Uso Sustentável,APA do Lago do Sobradinho,12356.154
2021/10/09 16:26:00,NPP-375,PILAO ARCADO,Caatinga,-10.282260000000001,-42.511920000000003,APA do Lago do Sobradinho,12356.154,"10",Estadual,Uso Sustentável,APA do Lago do Sobradinho,12356.154
2021/10/09 16:26:00,NPP-375,PILAO ARCADO,Caatinga,-10.285060000000000,-42.507829999999998,APA do Lago do Sobradinho,12356.154,"10",Estadual,Uso Sustentável,APA do Lago do Sobradinho,12356.154
2021/10/09 16:26:00,NPP-375,PILAO ARCADO,Caatinga,-10.285610000000000,-42.511400000000002,APA do Lago do Sobradinho,12356.154,"10",Estadual,Uso Sustentável,APA do Lago do Sobradinho,12356.154
2021/10/09 16:26:00,NPP-375,PILAO ARCADO,Caatinga,-10.286160000000001,-42.514969999999998,APA do Lago do Sobradinho,12356.154,"10",Estadual,Uso Sustentável,APA do Lago do Sobradinho,12356.154
2021/10/09 16:26:00,NPP-375,PILAO ARCADO,Caatinga,-10.288399999999999,-42.507309999999997,APA do Lago do Sobradinho,12356.154,"10",Estadual,Uso Sustentável,APA do Lago do Sobradinho,12356.154
2021/10/09 16:26:00,NPP-375,PILAO ARCADO,Caatinga,-10.342440000000000,-42.513249999999999,APA do Lago do Sobradinho,12356.154,"10",Estadual,Uso Sustentável,APA do Lago do Sobradinho,12356.154
2021/10/09 16:26:00,NPP-375,PILAO ARCADO,Caatinga,-10.345780000000000,-42.512720000000002,APA do Lago do Sobradinho,12356.154,"10",Estadual,Uso Sustentável,APA do Lago do Sobradinho,12356.154
2021/10/09 16:26:00,NPP-375,PILAO ARCADO,Caatinga,-10.349130000000001,-42.512200000000000,APA do Lago do Sobradinho,12356.154,"10",Estadual,Uso Sustentável,APA do Lago do Sobradinho,12356.154
2021/10/09 16:26:00,NPP-375,PILAO ARCADO,Caatinga,-10.352470000000000,-42.511670000000002,APA do Lago do Sobradinho,12356.154,"10",Estadual,Uso Sustentável,APA do Lago do Sobradinho,12356.154
2021/10/09 16:26:00,NPP-375,SENTO SE,Caatinga,-9.758279999999999,-41.925789999999999,APA do Lago do Sobradinho,12356.154,"10",Estadual,Uso Sustentável,APA do Lago do Sobradinho,12356.154
2021/10/09 16:26:00,NPP-375,CASA NOVA,Caatinga,-9.000900000000000,-40.970359999999999,APA do Lago do Sobradinho,12356.154,"10",Estadual,Uso Sustentável,APA do Lago do Sobradinho,12356.154
2021/10/09 16:56:00,AQUA_M-T,PILAO ARCADO,Caatinga,-10.287640000000000,-42.510140000000000,APA do Lago do Sobradinho,12356.154,"10",Estadual,Uso Sustentável,APA do Lago do Sobradinho,12356.154
2021/10/09 16:56:00,AQUA_M-T,PILAO ARCADO,Caatinga,-10.283490000000000,-42.505459999999999,APA do Lago do Sobradinho,12356.154,"10",Estadual,Uso Sustentável,APA do Lago do Sobradinho,12356.154
2021/10/09 16:56:00,AQUA_M-T,PILAO ARCADO,Caatinga,-10.287070000000000,-42.526350000000001,APA do Lago do Sobradinho,12356.154,"10",Estadual,Uso Sustentável,APA do Lago do Sobradinho,12356.154
2021/10/09 16:56:00,AQUA_M-T,PILAO ARCADO,Caatinga,-10.291029999999999,-42.530940000000001,APA do Lago do Sobradinho,12356.154,"10",Estadual,Uso Sustentável,APA do Lago do Sobradinho,12356.154
2021/10/09 16:56:00,AQUA_M-T,PILAO ARCADO,Caatinga,-10.352440000000000,-42.515200000000000,APA do Lago do Sobradinho,12356.154,"10",Estadual,Uso Sustentável,APA do Lago do Sobradinho,12356.154
2021/10/09 16:58:00,AQUA_M-T,SENTO SE,Caatinga,-10.116930000000000,-42.422400000000003,APA do Lago do Sobradinho,12356.154,"10",Estadual,Uso Sustentável,APA do Lago do Sobradinho,12356.154
2021/10/09 17:13:00,NOAA-20,SENTO SE,Caatinga,-10.107960000000000,-42.416420000000002,APA do Lago do Sobradinho,12356.154,"10",Estadual,Uso Sustentável,APA do Lago do Sobradinho,12356.154
2021/10/09 17:13:00,NOAA-20,SENTO SE,Caatinga,-10.109830000000001,-42.416570000000000,APA do Lago do Sobradinho,12356.154,"10",Estadual,Uso Sustentável,APA do Lago do Sobradinho,12356.154
2021/10/09 17:13:00,NOAA-20,PILAO ARCADO,Caatinga,-10.278280000000001,-42.513060000000003,APA do Lago do Sobradinho,12356.154,"10",Estadual,Uso Sustentável,APA do Lago do Sobradinho,12356.154
2021/10/09 17:13:00,NOAA-20,PILAO ARCADO,Caatinga,-10.278650000000001,-42.508820000000000,APA do Lago do Sobradinho,12356.154,"10",Estadual,Uso Sustentável,APA do Lago do Sobradinho,12356.154
2021/10/09 17:13:00,NOAA-20,PILAO ARCADO,Caatinga,-10.279669999999999,-42.519860000000001,APA do Lago do Sobradinho,12356.154,"10",Estadual,Uso Sustentável,APA do Lago do Sobradinho,12356.154
2021/10/09 17:13:00,NOAA-20,PILAO ARCADO,Caatinga,-10.279980000000000,-42.515580000000000,APA do Lago do Sobradinho,12356.154,"10",Estadual,Uso Sustentável,APA do Lago do Sobradinho,12356.154
2021/10/09 17:13:00,NOAA-20,PILAO ARCADO,Caatinga,-10.281340000000000,-42.522440000000003,APA do Lago do Sobradinho,12356.154,"10",Estadual,Uso Sustentável,APA do Lago do Sobradinho,12356.154
2021/10/09 17:13:00,NOAA-20,PILAO ARCADO,Caatinga,-10.283870000000000,-42.505119999999998,APA do Lago do Sobradinho,12356.154,"10",Estadual,Uso Sustentável,APA do Lago do Sobradinho,12356.154
2021/10/09 17:13:00,NOAA-20,PILAO ARCADO,Caatinga,-10.284269999999999,-42.500779999999999,APA do Lago do Sobradinho,12356.154,"10",Estadual,Uso Sustentável,APA do Lago do Sobradinho,12356.154
2021/10/09 17:13:00,NOAA-20,PILAO ARCADO,Caatinga,-10.348140000000001,-42.506300000000003,APA do Lago do Sobradinho,12356.154,"10",Estadual,Uso Sustentável,APA do Lago do Sobradinho,12356.154
2021/10/09 17:13:00,NOAA-20,PILAO ARCADO,Caatinga,-10.349100000000000,-42.506950000000003,APA do Lago do Sobradinho,12356.154,"10",Estadual,Uso Sustentável,APA do Lago do Sobradinho,12356.154
2021/10/09 17:13:00,NOAA-20,PILAO ARCADO,Caatinga,-10.349510000000000,-42.512909999999998,APA do Lago do Sobradinho,12356.154,"10",Estadual,Uso Sustentável,APA do Lago do Sobradinho,12356.154
2021/10/09 17:13:00,NOAA-20,PILAO ARCADO,Caatinga,-10.355040000000001,-42.504820000000002,APA do Lago do Sobradinho,12356.154,"10",Estadual,Uso Sustentável,APA do Lago do Sobradinho,12356.154
2021/10/09 17:13:00,NOAA-20,PILAO ARCADO,Caatinga,-10.285259999999999,-42.511920000000003,APA do Lago do Sobradinho,12356.154,"10",Estadual,Uso Sustentável,APA do Lago do Sobradinho,12356.154
2021/10/09 17:13:00,NOAA-20,PILAO ARCADO,Caatinga,-10.285600000000001,-42.507559999999998,APA do Lago do Sobradinho,12356.154,"10",Estadual,Uso Sustentável,APA do Lago do Sobradinho,12356.154
2021/10/09 17:13:00,NOAA-20,PILAO ARCADO,Caatinga,-10.286680000000000,-42.518920000000001,APA do Lago do Sobradinho,12356.154,"10",Estadual,Uso Sustentável,APA do Lago do Sobradinho,12356.154
2021/10/09 17:13:00,NOAA-20,PILAO ARCADO,Caatinga,-10.288360000000001,-42.521529999999998,APA do Lago do Sobradinho,12356.154,"10",Estadual,Uso Sustentável,APA do Lago do Sobradinho,12356.154
2021/10/09 17:13:00,NOAA-20,PILAO ARCADO,Caatinga,-10.342169999999999,-42.508319999999998,APA do Lago do Sobradinho,12356.154,"10",Estadual,Uso Sustentável,APA do Lago do Sobradinho,12356.154
2021/10/09 18:44:23,GOES-16,PILAO ARCADO,Caatinga,-10.300000000000001,-42.479999999999997,APA do Lago do Sobradinho,12356.154,"10",Estadual,Uso Sustentável,APA do Lago do Sobradinho,12356.154
2021/10/09 18:44:23,GOES-16,PILAO ARCADO,Caatinga,-10.289999999999999,-42.530000000000001,APA do Lago do Sobradinho,12356.154,"10",Estadual,Uso Sustentável,APA do Lago do Sobradinho,12356.154
2021/10/09 18:54:21,GOES-16,PILAO ARCADO,Caatinga,-10.289999999999999,-42.500000000000000,APA do Lago do Sobradinho,12356.154,"10",Estadual,Uso Sustentável,APA do Lago do Sobradinho,12356.154
2021/10/09 19:04:22,GOES-16,PILAO ARCADO,Caatinga,-10.289999999999999,-42.500000000000000,APA do Lago do Sobradinho,12356.154,"10",Estadual,Uso Sustentável,APA do Lago do Sobradinho,12356.154
2021/10/09 19:04:22,GOES-16,PILAO ARCADO,Caatinga,-10.279999999999999,-42.530000000000001,APA do Lago do Sobradinho,12356.154,"10",Estadual,Uso Sustentável,APA do Lago do Sobradinho,12356.154
2021/10/09 19:14:23,GOES-16,PILAO ARCADO,Caatinga,-10.289999999999999,-42.530000000000001,APA do Lago do Sobradinho,12356.154,"10",Estadual,Uso Sustentável,APA do Lago do Sobradinho,12356.154
2021/10/09 19:14:23,GOES-16,PILAO ARCADO,Caatinga,-10.289999999999999,-42.500000000000000,APA do Lago do Sobradinho,12356.154,"10",Estadual,Uso Sustentável,APA do Lago do Sobradinho,12356.154
2021/10/09 19:14:23,GOES-16,PILAO ARCADO,Caatinga,-10.279999999999999,-42.509999999999998,APA do Lago do Sobradinho,12356.154,"10",Estadual,Uso Sustentável,APA do Lago do Sobradinho,12356.154
2021/10/09 19:14:23,GOES-16,PILAO ARCADO,Caatinga,-10.279999999999999,-42.530000000000001,APA do Lago do Sobradinho,12356.154,"10",Estadual,Uso Sustentável,APA do Lago do Sobradinho,12356.154
2021/10/09 19:24:22,GOES-16,PILAO ARCADO,Caatinga,-10.289999999999999,-42.500000000000000,APA do Lago do Sobradinho,12356.154,"10",Estadual,Uso Sustentável,APA do Lago do Sobradinho,12356.154
2021/10/09 19:24:22,GOES-16,PILAO ARCADO,Caatinga,-10.279999999999999,-42.509999999999998,APA do Lago do Sobradinho,12356.154,"10",Estadual,Uso Sustentável,APA do Lago do Sobradinho,12356.154
2021/10/09 19:34:23,GOES-16,PILAO ARCADO,Caatinga,-10.289999999999999,-42.500000000000000,APA do Lago do Sobradinho,12356.154,"10",Estadual,Uso Sustentável,APA do Lago do Sobradinho,12356.154
2021/10/09 19:44:22,GOES-16,PILAO ARCADO,Caatinga,-10.289999999999999,-42.500000000000000,APA do Lago do Sobradinho,12356.154,"10",Estadual,Uso Sustentável,APA do Lago do Sobradinho,12356.154
2021/10/09 19:54:23,GOES-16,PILAO ARCADO,Caatinga,-10.289999999999999,-42.500000000000000,APA do Lago do Sobradinho,12356.154,"10",Estadual,Uso Sustentável,APA do Lago do Sobradinho,12356.154
2021/10/09 01:34:00,TERRA_M-M,MANSIDAO,Cerrado,-11.324439999999999,-44.071210000000001,APA do Rio Preto,11468.769,"10",Estadual,Uso Sustentável,APA do Rio Preto,11468.769
2021/10/09 01:34:00,TERRA_M-M,MANSIDAO,Cerrado,-11.307800000000000,-44.023359999999997,APA do Rio Preto,11468.769,"10",Estadual,Uso Sustentável,APA do Rio Preto,11468.769
2021/10/09 01:34:00,TERRA_M-M,MANSIDAO,Cerrado,-11.297000000000001,-44.014930000000000,APA do Rio Preto,11468.769,"10",Estadual,Uso Sustentável,APA do Rio Preto,11468.769
2021/10/09 01:34:00,TERRA_M-M,MANSIDAO,Cerrado,-11.279050000000000,-44.063980000000001,APA do Rio Preto,11468.769,"10",Estadual,Uso Sustentável,APA do Rio Preto,11468.769
2021/10/09 01:34:00,TERRA_M-M,FORMOSA DO RIO PRETO,Cerrado,-11.143689999999999,-45.291719999999998,APA do Rio Preto,11468.769,"10",Estadual,Uso Sustentável,APA do Rio Preto,11468.769
2021/10/09 01:34:00,TERRA_M-M,RIACHAO DAS NEVES,Cerrado,-11.494570000000000,-45.816679999999998,APA do Rio Preto,11468.769,"10",Estadual,Uso Sustentável,APA do Rio Preto,11468.769
2021/10/09 03:49:00,NPP-375,FORMOSA DO RIO PRETO,Cerrado,-11.124190000000000,-45.162170000000003,APA do Rio Preto,11468.769,"10",Estadual,Uso Sustentável,APA do Rio Preto,11468.769
2021/10/09 03:49:00,NPP-375,FORMOSA DO RIO PRETO,Cerrado,-11.285430000000000,-45.289999999999999,APA do Rio Preto,11468.769,"10",Estadual,Uso Sustentável,APA do Rio Preto,11468.769
2021/10/09 03:49:00,NPP-375,FORMOSA DO RIO PRETO,Cerrado,-11.286310000000000,-45.285080000000001,APA do Rio Preto,11468.769,"10",Estadual,Uso Sustentável,APA do Rio Preto,11468.769
2021/10/09 03:49:00,NPP-375,FORMOSA DO RIO PRETO,Cerrado,-11.287080000000000,-45.292070000000002,APA do Rio Preto,11468.769,"10",Estadual,Uso Sustentável,APA do Rio Preto,11468.769
2021/10/09 03:49:00,NPP-375,FORMOSA DO RIO PRETO,Cerrado,-11.290110000000000,-45.290779999999998,APA do Rio Preto,11468.769,"10",Estadual,Uso Sustentável,APA do Rio Preto,11468.769
2021/10/09 03:49:00,NPP-375,FORMOSA DO RIO PRETO,Cerrado,-11.324330000000000,-45.325550000000000,APA do Rio Preto,11468.769,"10",Estadual,Uso Sustentável,APA do Rio Preto,11468.769
2021/10/09 03:49:00,NPP-375,FORMOSA DO RIO PRETO,Cerrado,-11.328030000000000,-45.331710000000001,APA do Rio Preto,11468.769,"10",Estadual,Uso Sustentável,APA do Rio Preto,11468.769
2021/10/09 03:49:00,NPP-375,FORMOSA DO RIO PRETO,Cerrado,-11.328970000000000,-45.326599999999999,APA do Rio Preto,11468.769,"10",Estadual,Uso Sustentável,APA do Rio Preto,11468.769
2021/10/09 03:49:00,NPP-375,RIACHAO DAS NEVES,Cerrado,-11.485870000000000,-45.808799999999998,APA do Rio Preto,11468.769,"10",Estadual,Uso Sustentável,APA do Rio Preto,11468.769
2021/10/09 03:49:00,NPP-375,RIACHAO DAS NEVES,Cerrado,-11.486840000000001,-45.803500000000000,APA do Rio Preto,11468.769,"10",Estadual,Uso Sustentável,APA do Rio Preto,11468.769
2021/10/09 03:49:00,NPP-375,RIACHAO DAS NEVES,Cerrado,-11.494500000000000,-45.816060000000000,APA do Rio Preto,11468.769,"10",Estadual,Uso Sustentável,APA do Rio Preto,11468.769
2021/10/09 03:49:00,NPP-375,MANSIDAO,Cerrado,-11.289429999999999,-44.079650000000001,APA do Rio Preto,11468.769,"10",Estadual,Uso Sustentável,APA do Rio Preto,11468.769
2021/10/09 03:49:00,NPP-375,MANSIDAO,Cerrado,-11.293730000000000,-44.080460000000002,APA do Rio Preto,11468.769,"10",Estadual,Uso Sustentável,APA do Rio Preto,11468.769
2021/10/09 03:49:00,NPP-375,MANSIDAO,Cerrado,-11.294460000000001,-44.076320000000003,APA do Rio Preto,11468.769,"10",Estadual,Uso Sustentável,APA do Rio Preto,11468.769
2021/10/09 03:49:00,NPP-375,MANSIDAO,Cerrado,-11.295260000000001,-44.080309999999997,APA do Rio Preto,11468.769,"10",Estadual,Uso Sustentável,APA do Rio Preto,11468.769
2021/10/09 03:49:00,NPP-375,MANSIDAO,Cerrado,-11.296010000000001,-44.076180000000001,APA do Rio Preto,11468.769,"10",Estadual,Uso Sustentável,APA do Rio Preto,11468.769
2021/10/09 03:49:00,NPP-375,MANSIDAO,Cerrado,-11.296709999999999,-44.012909999999998,APA do Rio Preto,11468.769,"10",Estadual,Uso Sustentável,APA do Rio Preto,11468.769
2021/10/09 03:49:00,NPP-375,MANSIDAO,Cerrado,-11.297430000000000,-44.008820000000000,APA do Rio Preto,11468.769,"10",Estadual,Uso Sustentável,APA do Rio Preto,11468.769
2021/10/09 03:49:00,NPP-375,MANSIDAO,Cerrado,-11.299480000000001,-44.072989999999997,APA do Rio Preto,11468.769,"10",Estadual,Uso Sustentável,APA do Rio Preto,11468.769
2021/10/09 03:49:00,NPP-375,MANSIDAO,Cerrado,-11.300990000000001,-44.013710000000003,APA do Rio Preto,11468.769,"10",Estadual,Uso Sustentável,APA do Rio Preto,11468.769
2021/10/09 03:49:00,NPP-375,MANSIDAO,Cerrado,-11.303839999999999,-44.022720000000000,APA do Rio Preto,11468.769,"10",Estadual,Uso Sustentável,APA do Rio Preto,11468.769
2021/10/09 03:49:00,NPP-375,MANSIDAO,Cerrado,-11.304550000000001,-44.018619999999999,APA do Rio Preto,11468.769,"10",Estadual,Uso Sustentável,APA do Rio Preto,11468.769
2021/10/09 03:49:00,NPP-375,MANSIDAO,Cerrado,-11.305270000000000,-44.014519999999997,APA do Rio Preto,11468.769,"10",Estadual,Uso Sustentável,APA do Rio Preto,11468.769
2021/10/09 03:49:00,NPP-375,MANSIDAO,Cerrado,-11.305780000000000,-44.022709999999996,APA do Rio Preto,11468.769,"10",Estadual,Uso Sustentável,APA do Rio Preto,11468.769
2021/10/09 03:49:00,NPP-375,MANSIDAO,Cerrado,-11.306520000000001,-44.018619999999999,APA do Rio Preto,11468.769,"10",Estadual,Uso Sustentável,APA do Rio Preto,11468.769
2021/10/09 03:49:00,NPP-375,MANSIDAO,Cerrado,-11.308120000000001,-44.023519999999998,APA do Rio Preto,11468.769,"10",Estadual,Uso Sustentável,APA do Rio Preto,11468.769
2021/10/09 03:49:00,NPP-375,MANSIDAO,Cerrado,-11.308840000000000,-44.019419999999997,APA do Rio Preto,11468.769,"10",Estadual,Uso Sustentável,APA do Rio Preto,11468.769
2021/10/09 03:49:00,NPP-375,MANSIDAO,Cerrado,-11.310060000000000,-44.023510000000002,APA do Rio Preto,11468.769,"10",Estadual,Uso Sustentável,APA do Rio Preto,11468.769
2021/10/09 03:49:00,NPP-375,MANSIDAO,Cerrado,-11.311690000000000,-44.028430000000000,APA do Rio Preto,11468.769,"10",Estadual,Uso Sustentável,APA do Rio Preto,11468.769
2021/10/09 03:49:00,NPP-375,MANSIDAO,Cerrado,-11.313599999999999,-44.028410000000001,APA do Rio Preto,11468.769,"10",Estadual,Uso Sustentável,APA do Rio Preto,11468.769
2021/10/09 03:49:00,NPP-375,MANSIDAO,Cerrado,-11.315970000000000,-44.029249999999998,APA do Rio Preto,11468.769,"10",Estadual,Uso Sustentável,APA do Rio Preto,11468.769
2021/10/09 03:49:00,NPP-375,MANSIDAO,Cerrado,-11.317130000000001,-44.033310000000000,APA do Rio Preto,11468.769,"10",Estadual,Uso Sustentável,APA do Rio Preto,11468.769
2021/10/09 03:49:00,NPP-375,MANSIDAO,Cerrado,-11.322550000000000,-44.076860000000003,APA do Rio Preto,11468.769,"10",Estadual,Uso Sustentável,APA do Rio Preto,11468.769
2021/10/09 03:49:00,NPP-375,MANSIDAO,Cerrado,-11.323300000000000,-44.072730000000000,APA do Rio Preto,11468.769,"10",Estadual,Uso Sustentável,APA do Rio Preto,11468.769
2021/10/09 03:49:00,NPP-375,MANSIDAO,Cerrado,-11.276529999999999,-44.077240000000003,APA do Rio Preto,11468.769,"10",Estadual,Uso Sustentável,APA do Rio Preto,11468.769
2021/10/09 03:49:00,NPP-375,MANSIDAO,Cerrado,-11.277260000000000,-44.073099999999997,APA do Rio Preto,11468.769,"10",Estadual,Uso Sustentável,APA do Rio Preto,11468.769
2021/10/09 03:49:00,NPP-375,MANSIDAO,Cerrado,-11.277990000000001,-44.068959999999997,APA do Rio Preto,11468.769,"10",Estadual,Uso Sustentável,APA do Rio Preto,11468.769
2021/10/09 03:49:00,NPP-375,MANSIDAO,Cerrado,-11.278710000000000,-44.064830000000001,APA do Rio Preto,11468.769,"10",Estadual,Uso Sustentável,APA do Rio Preto,11468.769
2021/10/09 03:49:00,NPP-375,MANSIDAO,Cerrado,-11.279439999999999,-44.060690000000001,APA do Rio Preto,11468.769,"10",Estadual,Uso Sustentável,APA do Rio Preto,11468.769
2021/10/09 03:49:00,NPP-375,MANSIDAO,Cerrado,-11.280099999999999,-44.082189999999997,APA do Rio Preto,11468.769,"10",Estadual,Uso Sustentável,APA do Rio Preto,11468.769
2021/10/09 03:49:00,NPP-375,MANSIDAO,Cerrado,-11.280170000000000,-44.056570000000001,APA do Rio Preto,11468.769,"10",Estadual,Uso Sustentável,APA do Rio Preto,11468.769
2021/10/09 03:49:00,NPP-375,MANSIDAO,Cerrado,-11.284459999999999,-44.057369999999999,APA do Rio Preto,11468.769,"10",Estadual,Uso Sustentável,APA do Rio Preto,11468.769
2021/10/09 03:49:00,NPP-375,MANSIDAO,Cerrado,-11.285190000000000,-44.053240000000002,APA do Rio Preto,11468.769,"10",Estadual,Uso Sustentável,APA do Rio Preto,11468.769
2021/10/09 03:49:00,NPP-375,MANSIDAO,Cerrado,-11.285970000000001,-44.023650000000004,APA do Rio Preto,11468.769,"10",Estadual,Uso Sustentável,APA do Rio Preto,11468.769
2021/10/09 03:49:00,NPP-375,MANSIDAO,Cerrado,-11.273690000000000,-44.068159999999999,APA do Rio Preto,11468.769,"10",Estadual,Uso Sustentável,APA do Rio Preto,11468.769
2021/10/09 03:49:00,NPP-375,MANSIDAO,Cerrado,-11.274419999999999,-44.064030000000002,APA do Rio Preto,11468.769,"10",Estadual,Uso Sustentável,APA do Rio Preto,11468.769
2021/10/09 03:49:00,NPP-375,MANSIDAO,Cerrado,-11.275790000000001,-44.081389999999999,APA do Rio Preto,11468.769,"10",Estadual,Uso Sustentável,APA do Rio Preto,11468.769
2021/10/09 04:40:00,NOAA-20,MANSIDAO,Cerrado,-11.329780000000000,-44.066630000000004,APA do Rio Preto,11468.769,"10",Estadual,Uso Sustentável,APA do Rio Preto,11468.769
2021/10/09 04:40:00,NOAA-20,MANSIDAO,Cerrado,-11.325910000000000,-44.061480000000003,APA do Rio Preto,11468.769,"10",Estadual,Uso Sustentável,APA do Rio Preto,11468.769
2021/10/09 04:40:00,NOAA-20,MANSIDAO,Cerrado,-11.324080000000000,-44.075060000000001,APA do Rio Preto,11468.769,"10",Estadual,Uso Sustentável,APA do Rio Preto,11468.769
2021/10/09 04:40:00,NOAA-20,MANSIDAO,Cerrado,-11.323470000000000,-44.079569999999997,APA do Rio Preto,11468.769,"10",Estadual,Uso Sustentável,APA do Rio Preto,11468.769
2021/10/09 04:40:00,NOAA-20,MANSIDAO,Cerrado,-11.320600000000001,-44.033000000000001,APA do Rio Preto,11468.769,"10",Estadual,Uso Sustentável,APA do Rio Preto,11468.769
2021/10/09 04:40:00,NOAA-20,MANSIDAO,Cerrado,-11.316100000000000,-44.032389999999999,APA do Rio Preto,11468.769,"10",Estadual,Uso Sustentável,APA do Rio Preto,11468.769
2021/10/09 04:40:00,NOAA-20,MANSIDAO,Cerrado,-11.312210000000000,-44.027220000000000,APA do Rio Preto,11468.769,"10",Estadual,Uso Sustentável,APA do Rio Preto,11468.769
2021/10/09 04:40:00,NOAA-20,MANSIDAO,Cerrado,-11.307720000000000,-44.026620000000001,APA do Rio Preto,11468.769,"10",Estadual,Uso Sustentável,APA do Rio Preto,11468.769
2021/10/09 04:40:00,NOAA-20,MANSIDAO,Cerrado,-11.304430000000000,-44.016860000000001,APA do Rio Preto,11468.769,"10",Estadual,Uso Sustentável,APA do Rio Preto,11468.769
2021/10/09 04:40:00,NOAA-20,MANSIDAO,Cerrado,-11.303830000000000,-44.021430000000002,APA do Rio Preto,11468.769,"10",Estadual,Uso Sustentável,APA do Rio Preto,11468.769
2021/10/09 04:40:00,NOAA-20,MANSIDAO,Cerrado,-11.300540000000000,-44.011679999999998,APA do Rio Preto,11468.769,"10",Estadual,Uso Sustentável,APA do Rio Preto,11468.769
2021/10/09 04:40:00,NOAA-20,MANSIDAO,Cerrado,-11.299930000000000,-44.016240000000003,APA do Rio Preto,11468.769,"10",Estadual,Uso Sustentável,APA do Rio Preto,11468.769
2021/10/09 04:40:00,NOAA-20,MANSIDAO,Cerrado,-11.296640000000000,-44.006480000000003,APA do Rio Preto,11468.769,"10",Estadual,Uso Sustentável,APA do Rio Preto,11468.769
2021/10/09 04:40:00,NOAA-20,MANSIDAO,Cerrado,-11.296580000000001,-44.075859999999999,APA do Rio Preto,11468.769,"10",Estadual,Uso Sustentável,APA do Rio Preto,11468.769
2021/10/09 04:40:00,NOAA-20,MANSIDAO,Cerrado,-11.295980000000000,-44.080379999999998,APA do Rio Preto,11468.769,"10",Estadual,Uso Sustentável,APA do Rio Preto,11468.769
